specific,species,species_ref,genus_ori,subgenus,species_syn,species_syn_ref,subspecies_syn,subspecies_syn_ref,subspecies,subspecies_ref
timmermanni,timmermanni,"Rheinwald, 1968:254",,,,,,,,
tinctus,tinctus,"Harrison, 1916:68",,,,,,,,
tragus,tragus,"Rheinwald, 1968:260",,,,,,,,
tristis,arcuatus,,,,tristis,"Nelson, 1972a:48",,,,
tuberculifer,marginatus,,,,tuberculifer,"Nelson, 1972a:75",,,,
tugarinovi,tugarinovi,"Blagov., 1951:286",,,,,,,,
uchidai,fringillae,,,,uchidai,"Hopkins & Clay, 1952:328",,,,
uragi,uragi,"Mey, 1982a:165",,,,,,,,
vagus,vagus,"Rheinwald, 1968:282",,,,,,,,
vireoensis,vireoensis,"Nelson, 1972a:95",,,,,,,,
volatiniae,volatiniae,"Nelson, 1972a:94",,,,,,,,
wolfi,wolfi,"Nelson, 1972a:90",,,,,,,,
abdominalis,abdominalis,"Carriker, 1960a:338",,,,,,,,
austini,austini,"Oniki, 1995:68",,,,,,,,
brevicephalus,brevicephalus,"Carriker, 1960a:335",,,,,,,,
grandior,grandior,"Carriker, 1960a:335",,,,,,,,
hirsutus,hirsutus,"Carriker, 1963d:452",,,,,,,,
irazuensis,irazuensis,"Carriker, 1960a:335",,,,,,,,
jiminezi,jiminezi,"Carriker, 1903:163",Physostomum,,,,,,,
latitemporalis,latitemporalis,"Carriker, 1960a:338",,,,,,,,
lazulus,lazulus,"Carriker, 1960a:333",,,,,,,,
lineatus,lineatus,"Osborn, 1896:248",Physostomum,,,,,,,
mellivorus,mellivorus,"Carriker, 1960a:333",,,,,,,,
mexicanus,mexicanus,"Carriker, 1960a:333",,,,,,,,
peruanus,peruanus,"Carriker, 1960a:337",,,,,,,,
abdominalis,abdominalis,"Carriker, 1960a:324",,,,,,,,
aglaeacti,aglaeacti,"Carriker, 1960a:316",,,,,,,,
angustifrons,angustifrons,"Carriker, 1960a:324",,,,,,,,
aureoventridis,aureoventridis,"Cicchino & Abrahamovich, 1987:178",,,,,,,,
bolivianus,bolivianus,"Carriker, 1960a:325",,,,,,,,
coartatia,coartatia,"Carriker, 1960a:320",,,,,,,,
columbianus,columbianus,"Carriker, 1960a:322",,,,,,,,
complexus,complexus,"Carriker, 1960a:325",,,,,,,,
cubanensis,cubanensis,"Mey, 1982c:213",,,,,,,,
doratophorus,doratophorus,"Carriker, 1903:165",Physostomum,,,,,,,
emeliae,emeliae,"Paine & Mann, 1913:21",,,,,,,,
fasciatus,fasciatus,"Carriker, 1960a:327",,,,,,,,
grandior,grandior,"Carriker, 1960a:322",,,,,,,,
illumani,illumani,"Carriker, 1960a:329",,,,,,,,
insularis,insularis,"Carriker, 1963d:451",,,,,,,,
latitemporis,latitemporis,"Carriker, 1960a:318",,,,,,,,
malvasae,malvasae,"Carriker, 1960a:320",,,,,,,,
mandibularis,mandibularis,"Carriker, 1960a:329",,,,,,,,
multicarinae,multicarinae,"Carriker, 1960a:327",,,,,,,,
naevius,naevius,"Oniki & Emerson, 1982a:85",,,,,,,,
ochoterenai,ochoterenai,"Zavaleta, 1943:613",,,,,,,,
oenonae,oenonae,"Carriker, 1960a:327",,,,,,,,
pinguis,pinguis,"Carriker, 1960a:325",,,,,,,,
prominens,prominens,"Kellogg & Chapman, 1899:137",Physostomum,,,,,,,
quibdoensis,quibdoensis,"Carriker, 1960a:318",,,,,,,,
rhodopis,rhodopis,"Carriker, 1960a:322",,,,,,,,
rupununi,rupununi,"Carriker, 1963d:449",,,,,,,,
sauli,sauli,"Carriker, 1960a:329",,,,,,,,
simplex,simplex,"Carriker, 1960a:318",,,,,,,,
trinidadensis,trinidadensis,"Carriker, 1963d:450",,,,,,,,
alpinus,alpinus,"Kéler, 1942:69 ",,Bovicola,,,,,,
americanus,longicornis,,,,americanus,,,,,
aspilopygus,aspilopygus,"Werneck, 1956:28 ",,Werneckiella,,,,,,
aucheniaelamae,breviceps,,Trichodectes,,aucheniaelamae,"Hopkins & Clay, 1952:103",,,,
bovis,bovis,"L., 1758:611",Pediculus,Bovicola,,,,,,
breviceps,breviceps,"Rudow, 1866a:110",Trichodectes,Lepikentron,,,,,,
caprae,caprae,"Gurlt, 1843:3",Trichodectes,Bovicola,,,,,,
caprae,caprae,,Trichodectes,,caprae,"Hopkins & Clay, 1952:103",,,,
cervi,longicornis,,Pediculus,,cervi,"Werneck, 1948:75",,,,
climacius,caprae,,Trichodectes,,climacius,"Werneck, 1950:60",,,,
climax,caprae,,Trichodectes,,climax,"Nitzsch [In Giebel], 1861b:81) ",,,,
climax major,limbatus,,Trichodectes,,,,climax major,"Piaget, 1885:86",,
climax truncatus,caprae,,Trichodectes,,,,climax truncatus,"Piaget, 1880:393",,
concavifrons,concavifrons,"Hopkins, 1960:87",Damalinia,Bovicola,,,,,,
crassipes,crassipes,"Rudow, 1866a:111",Trichodectes,Holakartikos,,,,,,
equi,equi,"Denny, 1842:61",Trichodectes,Werneckiella,,,,,,
equi asini,ocellatus,,Werneckiella,,,,equi asini,"Eichler, 1953a:447",,
fulvus,fulvus,"Emerson & Price, 1979a:749 ",,Werneckiella,,,,,,
hemioni,equi,,,,hemioni,"Moreby, 1978:399",,,,
hemitragi,hemitragi,"Cummings, 1916a:273",Trichodectes,Spinibovicola,,,,,,
hermsi,crassipes,,Trichodectes,,hermsi,"Hopkins & Clay, 1952:105",,,,
ibicis,crassipes,,,,ibicis,"Hopkins & Clay, 1953:437",,,,
inaequalemaculatus,breviceps,,Trichodectes,,inaequalemaculatus,"Hopkins & Clay, 1952:105",,,,
jellisoni,jellisoni,"Emerson, 1962a:369 ",,Bovicola,,,,,,
limbatus,limbatus,"Gervais, 1844:313",Trichodectes,Bovicola,,,,,,
longicornis,longicornis,"Nitzsch, 1818:296",Trichodectes,Bovicola,,,,,,
madagascariensis,limbatus,,Trichodectes,,madagascariensis,"Hopkins & Clay, 1952:105",,,,
mambricus,caprae,,Trichodectes,,mambricus,"Hopkins & Clay, 1952:105",,,,
multispinosus,multispinosus,"Emerson & Price, 1979a:747 ",,Spinibovicola,,,,,,
neglectus,neglectus,"Kéler, 1942:77 ",,Werneckiella,,,,,,
ocellatus,ocellatus,"Piaget, 1880:398",Trichodectes,Werneckiella,,,,,,
oreamnidis,oreamnidis,"Hopkins, 1960:86",Damalinia,Bovicola,,,,,,
ovis,ovis,"Schrank, 1781:502",Pediculus,Bovicola,,,,,,
ovisarietis,ovis,,Pediculus,,ovisarietis,"Hopkins & Clay, 1952:106",,,,
painei,limbatus,,Trichodectes,,painei,"Hopkins & Clay, 1952:106",,,,
parumpilosus,equi,,Trichodectes,,parumpilosus,"Hopkins & Clay, 1952:107",,,,
parumpilosus tarsatus,equi,,Trichodectes,,,,parumpilosus tarsatus,"Piaget, 1880:399",,
penicillatus,crassipes,,Trichodectes,,penicillatus,"Hopkins & Clay, 1952:107",,,,
peregrinus,caprae,,Trichodectes,,peregrinus,"Hopkins & Clay, 1952:107",,,,
pilosus,equi,,Trichodectes,,pilosus,"Hopkins & Clay, 1952:107",,,,
pilosus,crassipes,,Trichodectes,,pilosus,"Lyal, 1985:251",,,,
pubescens,equi,,Trichodectes,,pubescens,"Hopkins & Clay, 1952:107",,,,
punctus,tibialis,,Trichodectes,,punctus,"Hopkins & Clay, 1952:107",,,,
rupicaprae,alpinus,,,,rupicaprae,"Hopkins & Clay, 1952:107",,,,
sachtlebeni,limbatus,,,,sachtlebeni,"Hopkins & Clay, 1952:107",,,,
scalaris,bovis,,Trichodectes,,scalaris,"Hopkins & Clay, 1952:107",,,,
sedecimdecembrii,sedecimdecembrii,"Eichler, 1946b:44 ",,Bisonicola,,,,,,
sedecimdecembrii bison,sedecimdecembrii,,,,,,sedecimdecembrii bison,"Blagov., 1967:862 ",,
similis,longicornis,,Trichodectes,,similis,"Hopkins & Clay, 1952:108",,,,
solidus,caprae,,Trichodectes,,solidus,"Hopkins & Clay, 1952:108",,,,
sphaerocephalus,ovis,,Trichodectes,,sphaerocephalus,"Hopkins & Clay, 1952:108",,,,
sphaerocephalus,ovis,,Pediculus,,sphaerocephalus,"Hopkins & Clay, 1952:108",,,,
tarandi,tarandi,"Mjöberg, 1910b:66",Trichodectes,Bovicola,,,,,,
tauri,bovis,,Pediculus,,tauri,"Hopkins & Clay, 1952:108",,,,
tibialis,tibialis,"Piaget, 1880:399",Trichodectes,Bovicola,,,,,,
trampel,equi,,Werneckiella,,trampel,"Moreby, 1978:399",,,,
vestitus,equi,,Trichodectes,,vestitus,"Hopkins & Clay, 1952:109",,,,
wernecki,limbatus,,,,wernecki,"Hopkins & Clay, 1952:109",,,,
zebrae,zebrae,"Moreby, 1978:404",Werneckiella,Werneckiella,,,,,,
zuluensis,zuluensis,"Werneck, 1950:88 ",,Werneckiella,,,,,,
armatus,armatus,"Neumann, 1913a:608",Trichodectes,,,,,,,
extrarius,extrarius,"Werneck, 1950:8",,,,,,,,
semiarmatus,semiarmatus,"Neumann, 1913a:611",Trichodectes,,,,,,,
subarmatus,semiarmatus,,,,subarmatus,"Werneck, 1950:8",,,,
adenota,adenota,"Bedford, 1936:45",Bovicola,Damalinia,,,,,,
annectens,annectens,"Hopkins, 1943b:24 ",,Cervicola,,,,,,
appendiculata,appendiculata,"Piaget, 1880:403",Trichodectes,Damalinia,,,,,,
baxi,baxi,"Hopkins, 1947b:117 ",,Damalinia,,,,,,
chorleyi,chorleyi,"Hopkins, 1941a:41",Bovicola,Damalinia,,,,,,
cordillerai,cordillerai,"Eduardo, 2000:73 ",,Cervicola,,,,,,
crenelata,crenelata,"Piaget, 1880:402",Trichodectes,Damalinia,,,,,,
dimorpha,dimorpha,"Bedford, 1939a:114",Bovicola,Damalinia,,,,,,
fahrenholzi,fahrenholzi,"Eichler, 1949f:67",Tricholipeurus,Damalinia,,,,,,
forficula,forficula,"Piaget, 1880:400",Trichodectes,Cervicola,,,,,,
harrisoni,harrisoni,"Cummings, 1916a:276",Trichodectes,Damalinia,,,,,,
hendrickxi,hendrickxi,"Hopkins, 1947b:119 ",,Cervicola,,,,,,
hilli,hilli,"Bedford, 1934:43",Bovicola,Damalinia,,,,,,
hopkinsi,hopkinsi,"Bedford, 1936:47 ",,Cervicola,,,,,,
hydropotis,hydropotis,"Dobroruka, 1975:253",Cervicola,Cervicola,,,,,,
lerouxi,lerouxi,"Bedford, 1930:163",Tricholipeurus,Cervicola,,,,,,
maai,maai,"Emerson & Price, 1973b:329 ",,Cervicola,,,,,,
martinaglia,martinaglia,"Bedford, 1936:43",Bovicola,Cervicola,,,,,,
meyeri,meyeri,"Taschenberg, 1882:222",Trichodectes,Cervicola,,,,,,
meyeri sika,maai,,Cervicola,,,,meyeri sika,"Dobroruka, 1975:253",,
muntiaca,muntiaca,"Séguy, 1948:149",Trichodectes,Cervicola,,,,,,
natalensis,natalensis,"Emerson, 1964a:717 ",,Cervicola,,,,,,
neotheileri,neotheileri,"Emerson & Price, 1971b:372 ",,Damalinia,,,,,,
orientalis,orientalis,"Emerson & Price, 1982:186",Bovicola,Damalinia,,,,,,
ornata,ornata,"Werneck, 1957:560 ",,Damalinia,,,,,,
pelea,pelea,"Bedford, 1934:41",Bovicola,Damalinia,,,,,,
reduncae,reduncae,"Bedford, 1929:517",Tricholipeurus,Cervicola,,,,,,
semitheileri,semitheileri,"Emerson & Price, 1971b:374 ",,Damalinia,,,,,,
siamensis,siamensis,"Werneck, 1950:133 ",,Cervicola,,,,,,
theileri,theileri,"Bedford, 1928:849 ",,Damalinia,,,,,,
thompsoni,thompsoni,"Bedford, 1936:42",Bovicola,Damalinia,,,,,,
tibialis,meyeri,,Trichodectes,,tibialis,"Lyal, 1985:263",,,,
trabeculae,trabeculae,"Bedford, 1929:516",Tricholipeurus,Cervicola,,,,,,
traguli,traguli,"Werneck, 1950:140 ",,Tragulicola,,,,,,
ugandae,ugandae,"Werneck, 1950:167",Tricholipeurus,Cervicola,,,,,,
bedfordi,bedfordi,"Werneck, 1935:598 ",,Dasyonyx,,,,,,
capensis,capensis,"Emerson, 1965a:690 ",,Neodasyonyx,,,,,,
dendrohyracis,dendrohyracis,"Ferris, 1930:1032",Trichodectes,Dasyonyx,,,,,,
diacanthus,diacanthus,"Ehrenberg, 1828",Trichodectes,Neodasyonyx,,,,,,
guineensis,guineensis,"Werneck, 1941:528 ",,Dasyonyx,,,,,,
hopkinsi,hopkinsi,"Werneck, 1941:525 ",,Dasyonyx,,,,,,
lindfieldi,validus,,Trichodectes,,lindfieldi,"Hopkins & Clay, 1952:110",,,,
minor,minor,"Bedford, 1939a:112 ",,Dasyonyx,,,,,,
nairobiensis,nairobiensis,"Bedford, 1936:38 ",,Neodasyonyx,,,,,,
oculatus,oculatus,"Bedford, 1928:847",Trichodectes,Dasyonyx,,,,,,
ovalis,ovalis,"Bedford, 1932b:721 ",,Dasyonyx,,,,,,
ruficeps,ruficeps,"Emerson, 1965a:689 ",,Neodasyonyx,,,,,,
smallwoodae,smallwoodae,"Emerson & Price, 1969a:337 ",,Dasyonyx,,,,,,
transvaalensis,transvaalensis,"Bedford, 1932b:722 ",,Neodasyonyx,,,,,,
ugandensis,ugandensis,"Werneck, 1941:522 ",,Dasyonyx,,,,,,
validus,validus,"Bedford, 1932b:721 ",,Dasyonyx,,,,,,
waterbergensis,waterbergensis,"Bedford, 1932b:724 ",,Neodasyonyx,,,,,,
windhuki,ovalis,,,,windhuki,,,,,
machadoi,machadoi,"Werneck, 1958:143",,,,,,,,
paradoxus,paradoxus,"Stobbe, 1913b:111",,,,,,,,
andersoni,andersoni,"Timm & Price, 1994a:13",,,,,,,,
australis,australis,"Ewing, 1936:239",,,,,,,,
cercolabes,cercolabes,"Mjöberg, 1910b:72",,,,,,,,
claytoni,claytoni,"Timm & Price, 1994a:16",,,,,,,,
coendou,mexicanus,,,,coendou,"Hopkins & Clay, 1952:134",,,,
comitans,comitans,"Werneck, 1950:56",,,,,,,,
cordiceps,cordiceps,"Mjöberg, 1910b:75",,,,,,,,
duellmani,duellmani,"Timm & Price, 1994a:14",,,,,,,,
emersoni,emersoni,"Timm & Price, 1994a:16",,,,,,,,
exiguus,exiguus,"Werneck, 1950:52",,,,,,,,
guyanensis,guyanensis,"Werneck, 1950:49",,,,,,,,
hershkovitzi,hershkovitzi,"Timm & Price, 1994a:20",,,,,,,,
koopmani,koopmani,"Timm & Price, 2000:29",,,,,,,,
lobatus,lobatus,"Ewing, 1936:238",,,,,,,,
maximus,maximus,"Bedford, 1939a:118",,,,,,,,
mexicanus,mexicanus,"Rudow, 1866a:109",Trichodectes,,,,,,,
minor,minor,"Mjöberg, 1910b:77",,,,,,,,
moojeni,moojeni,"Werneck, 1945:143",,,,,,,,
paraguayensis,paraguayensis,"Timm & Price, 1994a:20",,,,,,,,
setosus,setosus,"Giebel, 1861b:86",Trichodectes,,,,,,,
abnormis,vulpis,,Trichodectes,,abnormis,"Hopkins & Clay, 1952:138",,,,
acuticeps,acuticeps,"Neumann, 1902:601",Trichodectes,Paradoxuroecus,,,,,,
acutirostris,acutirostris,"Stobbe, 1913a:378",Trichodectes,Suricatoecus,,,,,,
africanus,africanus,"Emerson & Price, 1966b:233",Parafelicola,Paradoxuroecus,,,,,,
americanus,americanus,"Emerson & Price, 1983:4 ",,Lorisicola,,,,,,
aspidorhynchus,aspidorhynchus,"Werneck, 1948:236",Neofelicola,Paradoxuroecus,,,,,,
bedfordi,bedfordi,"Hopkins, 1942b:444 ",,Suricatoecus,,,,,,
bengalensis,bengalensis,"Werneck, 1948:238",Neofelicola,Paradoxuroecus,,,,,,
brachycephalus,mjoebergi,,Trichodectes,,brachycephalus,"Hopkins & Clay, 1952:201",,,,
braziliensis,braziliensis,"Emerson & Price, 1983:2 ",,Lorisicola,,,,,,
caffra,caffra,"Bedford, 1919:724",Trichodectes,Lorisicola,,,,,,
calogaleus,calogaleus,"Bedford, 1928:842",Trichodectes,Felicola,,,,,,
congoensis,congoensis,"Emerson & Price, 1967c:608",Suricatoecus,Felicola,,,,,,
cooleyi,cooleyi,"Bedford, 1929:513",Trichodectes,Suricatoecus,,,,,,
cynictis,cynictis,"Bedford, 1928:844",Trichodectes,Felicola,,,,,,
decipiens,decipiens,"Hopkins, 1941b:33 ",,Suricatoecus,,,,,,
fahrenholzi,fahrenholzi,"Werneck, 1948:182",Suricatoecus,Suricatoecus,,,,,,
felis,felis,"Werneck, 1934c:282",Trichodectes,Lorisicola,,,,,,
fennecus,fennecus,"Emerson & Price, 1981a:673",Suricatoecus,Suricatoecus,,,,,,
genetta,acuticeps,,Trichodectes,,genetta,"Hopkins & Clay, 1952:139",,,,
genettae,genettae,"Fresca, 1924a:75",Eutrichophilus,Felicola,,,,,,
guinlei,guinlei,"Werneck, 1948:184",Suricatoecus,Suricatoecus,,,,,,
helogale,helogale,"Bedford, 1932a:362 ",,Felicola,,,,,,
helogaloidis,helogaloidis,"Werneck, 1948:185",Suricatoecus,Felicola,,,,,,
hercynianus,hercynianus,"Kéler, 1957b:172 ",,Lorisicola,,,,,,
hopkinsi,hopkinsi,"Bedford, 1936:54 ",,Felicola,,,,,,
inaequalis,inaequalis,"Piaget, 1880:388",Trichodectes,Felicola,,,,,,
isidoroi,isidoroi,"Perez & Palma, 2001:930 ",,Lorisicola,,,,,,
juccii,juccii,"Conci, 1942c:141",Paradoxuroecus,Paradoxuroecus,,,,,,
laticeps,laticeps,"Werneck, 1942c:194",Trichodectes,Paradoxuroecus,,,,,,
lenicornis,lenicornis,"Werneck, 1948:232",Parafelicola,Paradoxuroecus,,,,,,
liberiae,liberiae,"Emerson & Price, 1972b:399 ",,Felicola,,,,,,
macrurus,macrurus,"Werneck, 1948:198 ",,Suricatoecus,,,,,,
malaysianus,malaysianus,"Werneck, 1948:128",Trichodectes,Lorisicola,,,,,,
micropus,vulpis,,Trichodectes,,micropus,"Hopkins & Clay, 1952:140",,,,
minimus,minimus,"Werneck, 1948:202 ",,Felicola,,,,,,
mjoebergi,mjoebergi,"Stobbe, 1913a:379",Trichodectes,Lorisicola,,,,,,
mungos,mungos,"Stobbe, 1913a:375",Trichodectes,Paradoxuroecus,,,,,,
neoafricanus,neoafricanus,"Emerson & Price, 1968b:109",Parafelicola,Paradoxuroecus,,,,,,
neofelis,neofelis,"Emerson & Price, 1983:2 ",,Lorisicola,,,,,,
occidentalis,occidentalis,"Emerson & Price, 1980b:506",Suricatoecus,Felicola,,,,,,
oncae,oncae,"Timm & Price, 1994b:115 ",,Lorisicola,,,,,,
paralaticeps,paralaticeps,"Werneck, 1948:191",Suricatoecus,Paradoxuroecus,,,,,,
philippinensis,philippinensis,"Emerson, 1965b:68",Neofelicola,Paradoxuroecus,,,,,,
pygidialis,pygidialis,"Werneck, 1948:196 ",,Suricatoecus,,,,,,
quadraticeps,quadraticeps,"Chapman, 1897:185",Trichodectes,Suricatoecus,,,,,,
rahmi,rahmi,"Emerson & Stojanovich, 1966:313 ",,Felicola,,,,,,
rammei,inaequalis,,Trichodectes,,rammei,"Hopkins & Clay, 1952:140",,,,
robertsi,robertsi,"Hopkins, 1944:405 ",,Felicola,,,,,,
rohani,rohani,"Werneck, 1956:25 ",,Felicola,,,,,,
rostratus,subrostratus,,,,rostratus,"Hopkins & Clay, 1952:140",,,,
setosus,setosus,"Bedford, 1932a:361 ",,Felicola,,,,,,
siamensis,siamensis,"Emerson, 1964b:4 ",,Lorisicola,,,,,,
similis,similis,"Emerson & Price, 1983:5 ",,Lorisicola,,,,,,
spenceri,spenceri,"Hopkins, 1960:80 ",,Lorisicola,,,,,,
subrostratus,subrostratus,"Burm., 1838:436",Trichodectes,Felicola,,,,,,
sudamericanus,sudamericanus,"Emerson & Price, 1983:5 ",,Lorisicola,,,,,,
sumatrensis,sumatrensis,"Werneck, 1948:238",Neofelicola,Paradoxuroecus,,,,,,
viverriculae,viverriculae,"Stobbe, 1913a:375",Trichodectes,Felicola,,,,,,
vulpis,vulpis,"Denny, 1842:61",Trichodectes,Suricatoecus,,,,,,
wernecki,wernecki,"Hopkins, 1941b:34 ",,Paradoxuroecus,,,,,,
zeylonicus,zeylonicus,"Bedford, 1936:53 ",,Felicola,,,,,,
actuosi,actuosi,"Price & Hellenthal, 1981a:16 ",,Geomydoecus,,,,,,
albati,albati,"Price & Hellenthal, 1981a:6 ",,Geomydoecus,,,,,,
alcorni,alcorni,"Price & Emerson, 1971:254 ",,Geomydoecus,,,,,,
alleni,alleni,"Price & Emerson, 1971:249 ",,Geomydoecus,,,,,,
angularis,angularis,"Price & Hellenthal, 1981a:7 ",,Geomydoecus,,,,,,
aurei,aurei,"Price & Hellenthal, 1981a:15 ",,Geomydoecus,,,,,,
bajaiensis,bajaiensis,"Price & Hellenthal, 1981a:9 ",,Geomydoecus,,,,,,
betleyae,betleyae,"Hellenthal & Price, 1989a:293 ",,Thaelerius,,,,,,
biagiae,biagiae,"Hellenthal & Price, 1989a:292 ",,Thaelerius,,,,,,
bulleri bulleri,,,,Geomydoecus,,,,,bulleri bulleri,"Price & Emerson, 1971:253 "
bulleri intermedius,,,,Geomydoecus,,,,,bulleri intermedius,"Price & Hellenthal, 1989a:282 "
bulleri melanuri,,,,Geomydoecus,,,,,bulleri melanuri,"Price & Hellenthal, 1989a:282 "
burti,burti,"Price & Hellenthal, 1989a:283 ",,Geomydoecus,,,,,,
californicus,californicus,"Chapman, 1897:186",Trichodectes,Geomydoecus,,,,,,
centralis,centralis,"Price & Hellenthal, 1981a:4 ",,Geomydoecus,,,,,,
chapini,chapini,"Werneck, 1945:117 ",,Geomydoecus,,,,,,
cherriei,cherriei,"Price, 1974b:43 ",,Geomydoecus,,,,,,
chiapensis,chiapensis,"Price & Emerson, 1971:251 ",,Geomydoecus,,,,,,
chihuahuae chihuahuae,,,,Geomydoecus,,,,,chihuahuae chihuahuae,"Price & Hellenthal, 1979:271 "
chihuahuae emersoni,,,,Geomydoecus,,,,,chihuahuae emersoni,"Price & Hellenthal, 1979:271 "
clausonae,clausonae,"Price & Hellenthal, 1981a:9 ",,Geomydoecus,,,,,,
cliftoni,cliftoni,"Price & Hellenthal, 1981b:40 ",,Geomydoecus,,,,,,
copei,copei,"Werneck, 1945:114 ",,Geomydoecus,,,,,,
coronadoi coronadoi,,,,Geomydoecus,,,,,coronadoi coronadoi,"Barrera, 1961:116 "
coronadoi saccharalis,,,,Geomydoecus,,,,,coronadoi saccharalis,"Price & Hellenthal, 1989b:394 "
coronadoi submerriami,,,,Geomydoecus,,,,,coronadoi submerriami,"Price & Hellenthal, 1989b:393 "
costaricensis,costaricensis,"Price & Emerson, 1971:251 ",,Geomydoecus,,,,,,
craigi,craigi,"Hellenthal & Price, 1989a:291 ",,Thaelerius,,,,,,
crovelloi,crovelloi,"Price & Hellenthal, 1981a:18 ",,Geomydoecus,,,,,,
dakotensis,dakotensis,"Price & Emerson, 1971:243 ",,Thaelerius,,,,,,
dalgleishi,dalgleishi,"Timm & Price, 1979:265 ",,Geomydoecus,,,,,,
davidhafneri,davidhafneri,"Price & Hellenthal {& Hafner}, 1985:438 ",,Geomydoecus,,,,,,
duchesnensis,duchesnensis,"Price & Emerson, 1971:243 ",,Thaelerius,,,,,,
ewingi,ewingi,"Price & Emerson, 1971:238 ",,Geomydoecus,,,,,,
expansus,expansus,"Duges, 1902:185",Trichodectes,Geomydoecus,,,,,,
extimi,extimi,"Price & Hellenthal, 1981b:41 ",,Geomydoecus,,,,,,
fuchsi,fuchsi,"Hellenthal & Price, 1989a:295 ",,Thaelerius,,,,,,
fulvescens,fulvescens,"Price & Emerson, 1971:256 ",,Geomydoecus,,,,,,
fulvi,fulvi,"Price & Hellenthal, 1979:268 ",,Geomydoecus,,,,,,
geomydis,geomydis,"Osborn, 1891:236",Trichodectes,Geomydoecus,,,,,,
grahamensis,grahamensis,"Price & Hellenthal, 1981a:16 ",,Geomydoecus,,,,,,
guadalupensis,guadalupensis,"Hellenthal & Price, 1980:502 ",,Geomydoecus,,,,,,
heaneyi,heaneyi,"Timm & Price, 1980:136 ",,Geomydoecus,,,,,,
hoffmanni,hoffmanni,"Price & Hellenthal, 1976:698 ",,Geomydoecus,,,,,,
hueyi,hueyi,"Price & Hellenthal, 1980a:34 ",,Geomydoecus,,,,,,
idahoensis,idahoensis,"Price & Emerson, 1971:245 ",,Geomydoecus,,,,,,
illinoensis,illinoensis,"Price & Emerson, 1971:238 ",,Geomydoecus,,,,,,
jaliscoensis,jaliscoensis,"Price & Hellenthal, 1981b:40 ",,Geomydoecus,,,,,,
jonesi,jonesi,"Price & Emerson, 1971:249 ",,Geomydoecus,,,,,,
limitaris bakeri,,,,Geomydoecus,,,,,limitaris bakeri,"Price & Hellenthal, 1981a:12 "
limitaris halli,,,,Geomydoecus,,,,,limitaris halli,"Price & Hellenthal, 1981a:13 "
limitaris limitaris,,,,Geomydoecus,,,,,limitaris limitaris,"Price & Hellenthal, 1981a:10 "
limitaris tolteci,,,,Geomydoecus,,,,,limitaris tolteci,"Price & Hellenthal, 1981a:14 "
martini,martini,"Price & Hellenthal, 1975a:38 ",,Geomydoecus,,,,,,
mcgregori,mcgregori,"Price & Emerson, 1971:253 ",,Geomydoecus,,,,,,
merriami,merriami,"Price & Emerson, 1971:255 ",,Geomydoecus,,,,,,
mexicanus,mexicanus,"Price & Emerson, 1971:256 ",,Geomydoecus,,,,,,
mobilensis,mobilensis,"Price, 1975a:64 ",,Geomydoecus,,,,,,
musculi,musculi,"Price & Hellenthal, 1981b:39 ",,Geomydoecus,,,,,,
nadleri,nadleri,"Price & Hellenthal, 1989a:283 ",,Geomydoecus,,,,,,
nayaritensis,nayaritensis,"Price & Hellenthal, 1981b:43 ",,Geomydoecus,,,,,,
nebrathkensis,nebrathkensis,"Timm & Price, 1980:132 ",,Geomydoecus,,,,,,
neotruncatus,neotruncatus,"Hellenthal & Price, 1988:4 ",,Geomydoecus,,,,,,
oklahomensis,oklahomensis,"Price & Emerson, 1971:242 ",,Geomydoecus,,,,,,
oregonus,oregonus,"Price & Emerson, 1971:243 ",,Geomydoecus,,,,,,
panamensis dariensis,,,,Geomydoecus,,,,,panamensis dariensis,"Price & Emerson, 1971:251 "
panamensis panamensis,,,,Geomydoecus,,,,,panamensis panamensis,"Price & Emerson, 1971:251 "
pattoni,pattoni,"Price & Hellenthal, 1979:272 ",,Geomydoecus,,,,,,
perotensis irolonis,,,,Geomydoecus,,,,,perotensis irolonis,"Price & Emerson, 1971:256 "
perotensis perotensis,,,,Geomydoecus,,,,,perotensis perotensis,"Price & Emerson, 1971:256 "
polydentatus angustirostris,,,,Geomydoecus,,,,,polydentatus angustirostris,"Price & Hellenthal, 1989b:396 "
polydentatus polydentatus,,,,Geomydoecus,,,,,polydentatus polydentatus,"Price & Emerson, 1971:255 "
pygacanthi,pygacanthi,"Price & Hellenthal, 1988b:335 ",,Geomydoecus,,,,,,
quadridentatus,quadridentatus,"Price & Emerson, 1971:240 ",,Geomydoecus,,,,,,
scleritus,scleritus,"McGregor, 1917a:172",Trichodectes,Geomydoecus,,,,,,
setzeri,setzeri,"Price, 1974b:41 ",,Geomydoecus,,,,,,
shastensis,shastensis,"Price & Hellenthal, 1980a:32 ",,Geomydoecus,,,,,,
sinaloae,sinaloae,"Price & Hellenthal, 1981a:17 ",,Geomydoecus,,,,,,
spickai,spickai,"Timm & Price, 1980:135 ",,Geomydoecus,,,,,,
subcalifornicus,subcalifornicus,"Price & Emerson, 1971:240 ",,Geomydoecus,,,,,,
subgeomydis,subgeomydis,"Price & Emerson, 1971:236 ",,Geomydoecus,,,,,,
subnubili,subnubili,"Price & Hellenthal, 1975b:406 ",,Geomydoecus,,,,,,
tamaulipensis,tamaulipensis,"Price & Hellenthal, 1975b:406 ",,Geomydoecus,,,,,,
